App,Total_Review,Avg_Polarity,Avg_Subjectivity,Avg_Sentiment_Score,Negative_Review,Neutral_Review,Positive_Review
Buzz Launcher-Smart&Free Theme,36,0.20134484370347466,0.5776225692297121,0.3182,10,1,25
"BuzzFeed: News, Tasty, Quizzes",71,0.1992963335568969,0.4749871450927789,0.29280563380281693,8,16,47
"BÁO MỚI - Đọc Báo, Tin Tức 24h",34,0.10828208556149731,0.41728015448603684,0.07038823529411764,9,7,18
C Programming,35,0.2768000669964955,0.541011544011544,0.5118857142857143,3,0,32
C++ Programming,36,0.19645104943282027,0.5534449571775961,0.32234999999999997,10,2,24
C++ Tutorials,36,0.5309259259259259,0.5667438271604939,0.5145944444444445,0,4,32
CAIXA,34,-0.0890148438163144,0.4659153676622164,-0.25772647058823533,15,8,11
CALCU™ Stylish Calculator Free,38,0.3525981620718463,0.45346700083542185,0.4926868421052632,1,10,27
CATS: Crash Arena Turbo Stars,57,0.028953154691858055,0.500371594394243,0.3089421052631579,21,1,35
CBS News,1,0.0,0.0,0.4215,0,1,0
"CBS Sports App - Scores, News, Stats & Watch Live",192,0.16390708611411733,0.5124724732732545,0.25115312500000003,42,27,123
CBS Sports Fantasy,54,0.24850236370438392,0.488624757677788,0.26208148148148147,9,11,34
CDL Practice Test 2018 Edition,24,0.24112599206349206,0.477825176366843,0.4604166666666667,1,2,21
CIA - Caller ID & Call Blocker,14,0.21781462585034012,0.42982993197278907,0.32290714285714284,2,4,8
"CM Browser - Ad Blocker , Fast Download , Privacy",2,0.012500000000000011,0.6875,0.26170000000000004,1,0,1
"CM Flashlight (Compass, SOS)",4,0.55625,0.5946428571428571,0.5423250000000001,0,0,4
"CM Launcher 3D - Theme, Wallpapers, Efficient",18,0.2824789562289562,0.5911111111111111,0.39311666666666667,2,4,12
CM Locker - Security Lockscreen,86,0.24005452304247984,0.480303944163994,0.32081279069767443,15,15,56
CMB Free Dating App,71,0.2917571204040017,0.5421654119038425,0.4043056338028169,6,10,55
CNBC: Breaking Business News & Live Market Data,37,0.24770376373317549,0.47396788404141343,0.328027027027027,8,4,25
CNN Breaking US & World News,112,0.057347888966192535,0.5081744708841328,0.06376964285714286,41,6,65
COOKING MAMA Let's Cook!,36,0.21892208651137224,0.5058891112561748,0.4865333333333333,6,4,26
CVS Caremark,39,0.1919080225330225,0.42912333393102625,0.20782307692307692,6,10,23
CW Seed,36,0.3055693342151675,0.5177009847148736,0.4324694444444444,5,6,25
CWT To Go,38,0.28675125313283206,0.5318358395989975,0.3880078947368421,6,4,28
Cache Cleaner-DU Speed Booster (booster & cleaner),26,0.27852109695859695,0.4570770895770896,0.32235384615384616,2,8,16
Caf - Mon Compte,1,0.1,0.3038461538461539,0.0,0,0,1
"Calculator - free calculator, multi calculator app",4,-0.0375,0.15416666666666667,0.24214999999999998,1,2,1
Calculator - unit converter,1,0.1833333333333333,0.5333333333333333,0.7964,0,0,1
Calculator Plus Free,2,0.16666666666666666,0.6307142857142858,0.5999,0,0,2
Calculator with Percent (Free),2,0.03197278911564625,0.5638605442176872,0.39665,0,1,1
Calendar Widget Month + Agenda,2,0.15,0.25,0.16225000000000003,0,1,1
Calendar+ Schedule Planner App,1,0.3190705128205128,0.4697435897435896,0.9811,0,0,1
Call Blocker,3,0.02797258297258297,0.6554310966810967,0.17136666666666667,2,0,1
Call Control - Call Blocker,3,-0.041666666666666664,0.2916666666666667,-0.1394,1,2,0
Call of Duty:Black Ops Zombies,3,-0.16211950231481478,0.442716049382716,0.1950333333333333,3,0,0
"CallApp: Caller ID, Blocker & Phone Call Recorder",1,0.3907407407407408,0.5064814814814815,0.9666,0,0,1
Caller ID +,1,0.35,0.6000000000000001,-0.25,0,0,1
Calls & Text by Mo+,6,0.4666666666666666,0.5458333333333334,0.5224166666666666,0,1,5
Calls Blacklist - Call Blocker,3,0.12416233766233765,0.6151919191919192,0.1633333333333333,1,0,2
"Calm - Meditate, Sleep, Relax",65,0.2895242009211789,0.5233274820417678,0.5706676923076923,7,2,56
Calorie Counter & Diet Tracker,135,0.229177692374865,0.5049347109876211,0.5350155555555556,17,9,109
Calorie Counter - EasyFit free,37,0.3480287178805847,0.5369835099867568,0.6659837837837838,1,3,33
Calorie Counter - Macros,200,0.24751868247122885,0.5126753949820021,0.6500579999999999,20,6,174
Calorie Counter - MyFitnessPal,254,0.21652262369662179,0.474814114742441,0.3355141732283465,52,33,169
Calorie Counter - MyNetDiary,139,0.37584199559148174,0.5599666010020583,0.5757071942446044,4,15,120
Cameringo Lite. Filters Camera,9,0.7702690972222223,0.5333333333333333,0.5262,0,1,8
Candy Bomb,72,0.3274031986531986,0.6062394781144781,0.4737611111111111,4,6,62
"Candy Camera - selfie, beauty camera, photo editor",114,0.19527792017923598,0.5430153034100402,0.3139070175438597,24,17,73
Candy Crush Jelly Saga,73,-0.09233435751843284,0.4811245660731962,0.19357808219178083,44,8,21
Candy Crush Saga,240,0.03106786541005292,0.45629279100529097,0.4265175,126,12,102
Candy Crush Soda Saga,166,-0.057079365716447526,0.48132998930374143,0.23766807228915662,96,8,62
Candy Day,38,0.19246436403508768,0.4739181286549708,0.4637289473684211,6,6,26
Candy Pop Story,40,0.04241514756944442,0.47871180555555554,0.3878625,13,5,22
Candy Smash,40,0.1572673611111111,0.5162118055555556,0.43248,8,4,28
"Candy selfie - photo editor, live filter camera",33,0.37279761904761904,0.48031565656565656,0.3428090909090909,2,10,21
"Canva: Poster, banner, card maker & graphic design",38,0.20483956893496366,0.5360009824483508,0.5162868421052632,3,5,30
Canvas Student,4,0.12500000000000003,0.38749999999999996,0.08697499999999998,1,1,2
Cat Sim Online: Play with Cats,61,0.18089609339033005,0.5251869828714091,0.6346311475409836,14,2,45
Caviar - Food Delivery,39,0.21737478089040588,0.5137362637362637,0.3285948717948718,8,6,25
Chakra Cleansing,40,0.42473518668831167,0.5723406385281385,0.5535574999999999,1,4,35
Championat,40,0.19844806447410612,0.3673677799823633,0.21437499999999998,6,9,25
Chapters: Interactive Stories,38,0.14904506568386022,0.5032795723384645,0.5018263157894737,7,1,30
Chase Mobile,40,0.048165996701710984,0.488717625876108,0.1868075,16,1,23
"Chat Rooms, Avatars, Date - Galaxy",74,0.1380524855853803,0.42106441797231275,0.16067027027027025,16,12,46
ChatVideo Meet new people,37,0.23191982566982566,0.3930076342576343,0.2381405405405405,3,14,20
Cheap Flights & Hotels momondo,39,0.18377557627557628,0.46549228074869103,0.25073589743589747,7,8,24
Cheap hotel deals and discounts — Hotellook,39,0.2564173789173789,0.48700854700854695,0.18701538461538464,4,11,24
"CheapTickets – Hotels, Flights & Travel Deals",37,0.2941989422458173,0.5885373468706802,0.3677810810810811,6,4,27
Cheapflights – Flight Search,39,0.42191239316239315,0.5859340659340659,0.43989743589743585,4,7,28
CheckPoints 🏆 Rewards App,40,0.27638016323953823,0.5184227994227995,0.4271375,6,6,28
Checkers ✔️,36,0.06483468113676447,0.4405675805675806,0.3319861111111111,13,5,18
Checkout 51: Grocery coupons,26,0.13048614579864576,0.39518319643319644,0.2540269230769231,3,2,21
Choice Hotels,10,0.2987896825396825,0.7192063492063492,0.49469,2,1,7
Choices: Stories You Play,39,0.03367840233861161,0.52632837418782,0.5093487179487179,18,0,21
Christian Dating For Free App,76,0.09802603289938563,0.4786601830996281,0.37922894736842105,22,4,50
Chrome Beta,38,0.23162517246398823,0.3778816200855674,0.29424736842105265,4,12,22
Chrome Dev,39,0.333793360519551,0.5207789454813264,0.27015384615384613,6,8,25
Cinemark Theatres,40,0.07015540674603174,0.403097702991453,0.172085,10,10,20
Cisco Webex Meetings,39,0.10357702482702483,0.4623848528015195,0.3236769230769231,11,6,22
Cisco Webex Teams,40,0.1294181246993747,0.4597798821548822,0.2262025,14,8,18
Citi Mobile®,40,-0.03873065476190478,0.4984982638888889,-0.0833075,18,2,20
Citibanamex Movil,39,0.15006144781144778,0.5081359751359751,0.23965897435897437,9,6,24
Citizens Bank Mobile Banking,39,0.013179054741554742,0.49393451290772716,0.08759743589743589,19,2,18
CityMaps2Go Plan Trips Travel Guide Offline Maps,40,0.31709577922077925,0.5213652146464647,0.49144,4,4,32
Claro,40,-0.07208184523809524,0.4000099206349207,-0.12044250000000001,14,15,11
Clash Royale,165,0.06915710869708802,0.48923595085873556,0.4267418181818182,58,0,107
Clash of Clans,33,0.03675568156290556,0.5339562645447385,0.5776242424242424,10,0,23
Color Flashlight,11,0.17583333333333334,0.5264898989898991,0.008999999999999998,2,2,7
Color Road,37,-0.05935675703532847,0.45401725705297136,0.1907918918918919,22,1,14
Color Touch Effects,38,0.11572042084377611,0.44570958646616543,0.21682631578947367,8,11,19
Color by Number - Draw Sandbox Pixel Art,92,0.1395563554802685,0.47136153852186463,0.35113804347826083,17,20,55
Color by Number – New Coloring Book,37,0.16885633604383601,0.5402294533544533,0.6447972972972973,4,0,33
ColorFil - Adult Coloring Book,32,0.18612149019961519,0.5928430059523809,0.47044375,6,2,24
ColorNote Notepad Notes,131,0.27565456465959975,0.5111720565841794,0.6608984732824428,7,3,121
ColorSnap® Visualizer,39,0.02439102564102565,0.3499928774928775,-0.06859230769230769,12,14,13
Colorfit - Drawing & Coloring,38,0.1718359526825084,0.5727620177523428,0.5928894736842105,8,1,29
Colorful Glitter Neon Butterfly Keyboard Theme,32,0.20640625,0.5825074404761905,0.142046875,7,8,17
Colorfy: Coloring Book for Adults - Free,133,0.04678487879117243,0.6042470514179697,0.2548992481203008,45,7,81
Coloring & Learn,38,0.41382226874003186,0.6094258373205742,0.500428947368421,3,4,31
Coloring book moana,44,0.15265151515151515,0.641540404040404,0.20147727272727273,14,4,26
Comedy Central,80,0.17142376628681774,0.34690642241745184,0.2416725,12,26,42
Common Core,8,-0.008810779993815729,0.4599950718923933,0.3766625,4,0,4
Comptia A+ 220-901 & 220-902,29,0.5007922824302135,0.5598440065681445,0.39119310344827585,0,3,26
ConnectLine,38,0.13801162883082524,0.4503203268814171,0.24327105263157892,5,7,26
Contacts,38,0.012248710230089456,0.47213382638664597,0.22298684210526315,13,9,16
Contacts+,38,0.41081458319945163,0.4530827603196025,0.3918736842105263,1,10,27
Content Transfer,40,0.1630472817836099,0.3970588474025974,0.39993249999999997,9,9,22
ConvertPad - Unit Converter,40,0.22344972943722943,0.48779688251563247,0.345935,9,2,29
Cookbook Recipes,37,0.565437038093288,0.6426115401115401,0.5756648648648649,0,2,35
Cooking Channel,39,0.364018944018944,0.533577256077256,0.3930025641025641,4,6,29
Cooking Fever,135,-0.042331442605593655,0.47786459601464903,0.3729051851851852,79,1,55
Cooking Madness - A Chef's Restaurant Games,37,0.013550644982006574,0.5167562877384306,0.5583648648648649,17,0,20
Cookpad,36,0.2574367684784351,0.5483966650633317,0.4511944444444444,7,3,26
Cool Popular Ringtones 2018 🔥,36,0.20348488136574072,0.571494708994709,0.258775,10,2,24
Cool Reader,38,0.11584079160970608,0.4773699162679426,0.3003657894736842,11,3,24
Couch to 10K Running Trainer,40,0.33737879109977326,0.5205262651534973,0.63651,2,2,36
Couch to 5K by RunDouble,39,0.27732642225499365,0.4943462357748072,0.41455384615384616,4,7,28
Couchsurfing Travel App,39,0.24728937266437265,0.529696291362958,0.4650384615384615,6,4,29
Cougar Dating Life : Date Older Women Sugar Mummy,78,0.32457028157028156,0.5885129315129315,0.39451538461538466,16,6,56
Couple - Relationship App,23,0.30442296156254967,0.5813240288788535,0.8994086956521739,0,0,23
Credit Karma,35,0.2700516800659658,0.5196421459492888,0.6460057142857143,5,3,27
Credit Sesame,38,0.08866738579403051,0.3942038112959166,0.4713394736842105,10,7,21
CreditWise from Capital One,38,0.23945429387863595,0.5351311517429939,0.5113421052631579,7,3,28
Crew - Free Messaging and Scheduling,80,0.4173319523358586,0.5998381895881896,0.6113275,4,4,72
Cricbuzz - Live Cricket Scores & News,38,0.09701201393635603,0.5658186185159869,0.15284736842105265,11,1,26
Cricket Visual Voicemail,40,0.062002591819556106,0.4195424700960415,0.07609,16,4,20
Crossy Road,91,0.21585128145848675,0.5298473893553813,0.5291230769230769,12,12,67
Crunchyroll - Everything Anime,120,0.17751003336940835,0.44489962443310654,0.5921375,15,0,105
Current debit card and app made for teens,40,0.3272583733540765,0.4721886874699375,0.6194875,1,5,34
Curriculum vitae App CV Builder Free Resume Maker,38,0.3937034821903243,0.4980359041543252,0.4877447368421053,2,6,30
Curso de Ingles Gratis,37,0.49990240240240236,0.5302477477477477,0.5409756756756757,0,3,34
Cut the Rope 2,90,0.14827543557265777,0.5373204505371172,0.4256811111111111,19,7,64
Cut the Rope FULL FREE,28,0.013067753887269178,0.5702711808929921,0.46838928571428573,14,0,14
Cycling - Bike Tracker,25,0.3521468253968254,0.6174126984126984,0.437636,4,2,19
"Cymera Camera- Photo Editor, Filter,Collage,Layout",78,0.419417735042735,0.4619810744810745,0.42833846153846156,3,15,60
Czech Public Transport IDOS,28,0.2510749072356215,0.40281887755102047,0.37424285714285715,2,7,19
DC Comics,35,0.4924897443826015,0.6226421475350047,0.57552,1,1,33
DC Super Hero Girls™,102,0.33400902406417116,0.5733266488413546,0.5993882352941177,9,3,90
DEAD TARGET: FPS Zombie Apocalypse Survival Games,125,0.06681826118326117,0.4852570346320346,0.3614392,47,12,66
DEER HUNTER 2018,3,-0.3833333333333333,0.4333333333333333,-0.07456666666666666,3,0,0
DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に！,25,0.38727222222222224,0.4498888888888889,0.614132,0,4,21
DINO HUNTER: DEADLY SHORES,92,0.022312567688483907,0.5055597754758974,0.39647173913043476,38,2,52
DIY Garden Ideas,34,0.4440441176470588,0.6164950980392156,0.5303558823529412,2,4,28
DIY On A Budget,33,0.44806264074729985,0.5576276837640475,0.615569696969697,1,5,27
DMV Permit Practice Test 2018 Edition,34,0.29566032132549985,0.559805860222877,0.6323205882352941,2,2,30
DRAGON BALL LEGENDS,167,0.0995493397768312,0.5191072965821683,0.5486826347305389,39,1,127
DSLR Camera Hd Ultra Professional,38,0.0769517543859649,0.5042909356725146,0.06745526315789474,13,8,17
DStv Now,39,0.023143659003034004,0.5161311836311836,0.09314871794871794,14,3,22
DU Browser—Browse fast & fun,40,0.17726609823708034,0.5062402473518545,0.2608825,8,0,32
"DU Recorder – Screen Recorder, Video Editor, Live",58,0.22418691689058068,0.5246842190376673,0.4036137931034483,11,5,42
Daily Workouts - Exercise Fitness Routine Trainer,1,0.8,0.75,0.659,0,0,1
Daily Yoga - Yoga Fitness Plans,12,0.2570176467051467,0.5669227994227994,0.5734416666666667,2,0,10
"Dailyhunt (Newshunt) - Latest News, Viral Videos",4,-0.06614583333333332,0.5541666666666667,0.013374999999999998,3,0,1
Dairy Queen,3,0.1894097222222222,0.37438271604938267,0.5386000000000001,0,1,2
Daniel Tiger for Parents,3,0.2796296296296296,0.5090388007054674,0.8919333333333332,0,0,3
DashClock Widget,1,0.0333333333333333,0.419047619047619,-0.5256,0,0,1
Dashlane Free Password Manager,2,0.1707539682539683,0.5442857142857143,0.62965,1,0,1
"Dating App, Flirt & Chat : W-Match",6,0.3016666666666667,0.43555555555555564,0.017433333333333318,0,4,2
Dating for 50 plus Mature Singles – FINALLY,7,0.3325396825396825,0.5087301587301588,0.4436285714285714,0,2,5
Daum Mail - 다음 메일,5,0.266,0.36542857142857144,0.40553999999999996,0,2,3
Davis's Drug Guide,3,-0.10000000000000002,0.5333333333333333,0.09396666666666666,1,1,1
Davis's Drug Guide for Nurses,3,0.3148148148148148,0.4259259259259259,0.5714666666666667,0,1,2
Debonairs Pizza,6,0.0465277777777778,0.6054166666666667,0.39840000000000003,2,1,3
"Delivery Club–Доставка еды:пицца,суши,бургер,салат",24,0.0757676568223443,0.3401594932844933,-0.1094,6,8,10
Delta Dental,40,-0.08418477182539683,0.3259047619047619,-0.01902249999999999,20,11,9
Despegar.com Hoteles y Vuelos,39,0.26372964997965,0.47689763939763946,0.14612564102564102,6,11,22
Detector de Radares Gratis,31,0.42858539310152216,0.5178780896522832,0.3554322580645161,2,6,23
Device Help,37,0.09639573827073826,0.3562866225366225,0.23745945945945945,8,9,20
Diabetes & Diet Tracker,74,0.36362731075231075,0.5684691607191606,0.6313972972972973,4,4,66
Diabetes:M,39,0.3179679035352112,0.5219833001756079,0.5353743589743589,2,4,33
Diamond Zipper Lock Screen,34,0.15973039215686274,0.6061519607843138,0.21820294117647057,8,6,20
Diary with lock,99,0.2837633405132804,0.568277521195691,0.6751696969696971,10,2,87
Diary with lock password,52,0.29226684227776883,0.509655793410164,0.4565326923076923,7,7,38
Dictionary - Merriam-Webster,8,0.23873106060606059,0.46232112794612795,0.4016375,2,0,6
Die TK-App – alles im Griff,27,0.16437022339800117,0.5273030570252792,0.22188888888888889,5,6,16
Digg,33,0.042700314836678466,0.5073774104683195,0.2189060606060606,13,2,18
DigiCal Calendar Agenda,23,0.1682127041637911,0.5067420059811364,0.44424782608695657,5,2,16
Digit Save Money Automatically,56,0.250246308750773,0.4027419926303855,0.6339928571428571,2,13,41
Digital Alarm Clock,71,0.34107329093987326,0.480794760360488,0.4044323943661972,5,7,59
Dil Mil,34,-0.06348243861938717,0.4265464094728801,0.08015882352941178,11,10,13
Dino War: Rise of Beasts,27,0.059137009742168456,0.45208500824572256,0.2554222222222222,6,5,16
Dinosaur Simulator: Dino World,13,-0.01314102564102564,0.40544871794871795,0.05393846153846154,6,2,5
Discover Mobile,1,-0.0416666666666666,0.5277777777777778,0.2239,1,0,0
Disney Heroes: Battle Mode,2,-0.005000000000000001,0.35833333333333334,0.57035,1,0,1
Disney Magic Kingdoms: Build Your Own Magical Park,47,0.08702965526958688,0.4842235681407414,0.37624255319148936,16,0,31
DisneyNOW – TV Shows & Games,63,0.2039919593979968,0.5351162186054476,0.4198349206349206,10,4,49
Divar,37,0.18834069067327994,0.48675561461275746,0.08027837837837838,9,9,19
Do It Later: Tasks & To-Dos,34,0.1682022607022607,0.3273473530826472,0.2964264705882353,5,10,19
Docs To Go™ Free Office Suite,72,0.20629078483245147,0.4105713383838384,0.31597777777777775,11,15,46
Doctor On Demand,36,0.38842992173721336,0.5533802655677655,0.5265,2,6,28
Doctor Pets,32,0.16880208333333332,0.5141666666666667,0.497240625,9,5,18
Dog Licks Screen Wallpaper,34,0.22525030371997284,0.5277725905176885,0.36057647058823533,5,9,20
Dog Run - Pet Dog Simulator,73,0.13709855403348553,0.5067884322678843,0.5052493150684931,13,4,56
Dog Sim Online: Raise a Family,4,0.17529423701298708,0.5895535714285715,0.53295,2,0,2
Domino's Pizza USA,53,0.20907864159338213,0.5032287457102147,0.5854452830188679,11,2,40
Dominos Game ✔️,39,0.023215534465534458,0.3329251304251304,0.11522564102564103,13,12,14
"Domofond Недвижимость. Купить, снять квартиру.",38,0.1653419314603525,0.4463181117128485,0.22402631578947368,7,10,21
Doodle Jump,90,0.11363000290604457,0.5181851050184384,0.32530000000000003,25,9,56
Door Lock Screen,39,0.5166216422466423,0.6068617724867725,0.424748717948718,0,7,32
DoorDash - Food Delivery,40,0.07240710302429051,0.44422497723837007,0.061845,13,3,24
Dosecast - Medication Reminder,38,0.29914956069150145,0.5237338374344954,0.4619052631578947,3,1,34
Down Dog: Great Yoga Anywhere,40,0.2918472637721826,0.5268369912690124,0.82445,0,0,40
Dr. Oetker Rezeptideen,36,0.3120252976190476,0.48947486772486776,0.3935333333333333,5,11,20
Dr. Panda & Toto's Treehouse,72,0.180236682925485,0.5326722544430877,0.643738888888889,12,4,56
Dr. Panda Restaurant 3,34,-0.09746777119938886,0.5161196258806553,0.14950882352941175,15,2,17
Dr. Panda Town: Vacation,35,0.09280715004396645,0.4862867192331478,0.38722,10,2,23
DraftKings - Daily Fantasy Sports,36,0.3123335537918871,0.5213883377425044,0.4891111111111111,6,3,27
Dragon Hills,15,0.040340518278018246,0.5521841287019859,0.65178,5,0,10
Draw A Stickman,1,-0.15,0.4,0.0,1,0,0
Draw In,1,-0.1341666666666666,0.5825,0.8189,1,0,0
Draw Your Game,2,-0.6684895833333333,0.6833333333333333,-0.6437999999999999,2,0,0
Draw a Stickman: EPIC 2,1,0.0999999999999999,0.5416666666666666,0.8519,0,0,1
Drawing for Kids Learning Games for Toddlers age 3,1,0.3866666666666666,0.5466666666666667,0.8807,0,0,1
Dream League Soccer 2018,3,-0.0005180776014110008,0.483123897707231,0.30383333333333334,1,0,2
DreamTrips,34,0.3712767777565572,0.43856872294372296,0.33700294117647056,6,7,21
DreamWorks Friends,66,-0.0017880828486889144,0.47637230894806654,0.1335,20,22,24
Dresses Ideas & Fashions +3000,29,0.4306034482758621,0.5574667031563583,0.41758965517241375,1,5,23
Droid Zap by Motorola,40,-0.04053738275613276,0.4383898011710512,0.0516375,16,9,15
DroidAdmin for Android - Advice,39,0.12617521367521367,0.5074501424501425,0.09794358974358976,12,10,17
Dropbox,76,0.23633052505790994,0.4436356041619199,0.29951315789473687,8,22,46
Drugs.com Medication Guide,39,0.24735357887601475,0.49059276786840894,0.4572615384615385,3,4,32
Dude Perfect 2,84,0.1169023559743807,0.5357966279447627,0.5891642857142857,22,5,57
Dumb Ways to Die 2: The Games,37,0.027208249239499233,0.4694232381732382,0.11664324324324325,13,4,20
Dungeon Hunter Champions: Epic Online Action RPG,40,-0.034255807849557854,0.48827825167557315,0.2820675,14,4,22
Dunkin' Donuts,38,0.1965599297808238,0.47051000630182965,0.4940394736842105,3,3,32
Duolingo: Learn Languages Free,240,0.20040773809523807,0.4702147530324614,0.6846904166666667,34,6,200
DuraSpeed,37,-0.03404401154401155,0.39668705168705165,0.1232081081081081,11,13,13
E*TRADE Mobile,32,0.15327341401364838,0.49361037978225475,0.061149999999999996,7,3,22
"Easy - taxi, car, ridesharing",46,0.2973105276366146,0.45180147750799926,0.31000217391304347,5,13,28
Easy Hair Style Design,30,0.4902037037037037,0.554462962962963,0.42610333333333333,1,6,23
Easy Healthy Recipes,29,0.445762473876698,0.5893495297805643,0.5891310344827587,0,4,25
Easy Installer - Apps On SD,39,-0.009110334110334113,0.3106934731934732,-0.003046153846153842,8,23,8
Easy Makeup Tutorials,36,0.2819713754609588,0.42436317540484203,0.2507972222222222,4,11,21
Easy Origami Ideas,34,0.09945261437908497,0.5367647058823529,0.0845264705882353,11,6,17
Easy Recipes,40,0.27053819444444444,0.5101388888888889,0.3789975,5,12,23
Easy Voice Recorder,39,0.4358370518370518,0.5656775421363334,0.6422102564102564,0,3,36
EasyBib: Citation Generator,38,0.07183166248955723,0.3912238930659983,0.146,10,13,15
Eat Fit - Diet and Health Free,90,0.2450441468253968,0.5294246031746032,0.2745388888888889,21,14,55
Eat24 Food Delivery & Takeout,40,0.1716105214230214,0.5470710770710772,0.24553250000000001,8,7,25
EatStreet Food Delivery App,37,0.3832653026403026,0.5136076011076011,0.5952324324324325,0,6,31
"Ebates: Cash Back, Coupons, Rewards & Savings",38,0.22538709463051565,0.41552014505961876,0.4234210526315789,5,7,26
Ebook Reader,39,0.34253248776686274,0.5815682157348824,0.5118641025641025,4,3,32
Ecobank Mobile Banking,39,-0.014860031943365276,0.5415730180313514,-0.06477179487179487,19,3,17
Edmodo,35,0.40415553494124923,0.44355813234384667,0.3967714285714286,1,7,27
Educational Games 4 Kids,38,0.1943595257082099,0.4732344117870434,0.37716578947368423,9,3,26
Educational Games for Kids,36,0.3065564373897707,0.5136640211640212,0.5184361111111111,2,4,30
El tiempo de AEMET,14,0.18751404349618636,0.2754370232941662,0.2188857142857143,0,6,8
English with Lingualeo,8,0.13516865079365076,0.3522718253968254,0.3427,1,3,4
English-Myanmar Dictionary,38,0.3935134237107921,0.40219265018607125,0.43410789473684214,1,7,30
Entel,39,0.018577117327117344,0.33131373256373253,0.04330256410256411,13,16,10
Enterprise Rent-A-Car,39,0.2556781798448465,0.5988954872288206,0.5130641025641025,5,3,31
Episode - Choose Your Story,160,0.08027377437170963,0.4811471465662314,0.3553975,48,18,94
Epocrates Plus,40,0.299594696969697,0.5152561327561328,0.39391,6,5,29
Equestria Girls,74,0.04380837742165866,0.550960435543769,0.4773081081081081,30,2,42
Essential Anatomy 3,80,0.2255163032858345,0.5223282227032227,0.5547075,10,0,70
Essential Resources,40,0.28141962312860747,0.48453513558201056,0.47543499999999994,5,4,31
Etsy: Handmade & Vintage Goods,78,0.3054831433998101,0.5440019228160253,0.3872871794871795,12,8,58
Etta Homes,39,0.34462250712250714,0.49577991452991454,0.5442871794871795,3,7,29
Eurosport,38,0.04904455741626794,0.4273702722715881,-0.08349473684210525,13,9,16
"Eve Period Tracker - Love, Sex & Relationships App",26,0.5050367080835831,0.501774753024753,0.6998769230769231,0,2,24
"Even - organize your money, get paid early",14,0.2839285714285714,0.4627380952380952,0.40177857142857143,1,4,9
"Evernote – Organizer, Planner for Notes & Memos",78,0.08409023930833825,0.5222918902085569,0.07442179487179487,25,0,53
Evie Launcher,32,0.27792823212907847,0.48739135996622973,0.743053125,2,0,30
ExDialer - Dialer & Contacts,29,0.2713527987019366,0.49568862814039333,0.3734137931034483,5,2,22
"Expedia Hotels, Flights & Car Rental Travel Deals",128,0.09299215649801587,0.5015541294642857,0.11039921875,55,15,58
Expense IQ Money Manager,31,0.22750618948703624,0.44198430929882543,0.6272451612903226,1,3,27
Experian - Free Credit Report,23,0.1705043708304578,0.5278456406717276,0.4285869565217391,6,2,15
Extreme Car Driving Simulator,2,-0.07361111111111115,0.4527777777777777,0.0039000000000000146,1,0,1
Extreme Coupon Finder,14,0.07121421485260769,0.5617181594860167,0.1890214285714286,4,2,8
Extreme Match,84,0.19446454876142374,0.46685135080968415,0.43567261904761906,18,9,57
Extreme Racing 2 - Real driving RC cars game!,36,0.02366732804232804,0.4190608465608465,0.030927777777777776,13,8,15
EyeCloud,39,0.11717855447022113,0.3554406601628824,0.18423846153846155,4,14,21
EyeEm - Camera & Photo Filter,37,0.3380653936903937,0.586203964953965,0.4909162162162162,7,6,24
EzCalculator,38,0.37776996943115365,0.5213414947625473,0.4506315789473684,4,4,30
FBReader: Favorite Book Reader,39,0.2777048112144266,0.4724487336025797,0.35764358974358973,6,5,28
FERZU - Furries Social Network,39,0.08186532214817471,0.4869399930553776,0.13627179487179486,12,2,25
"FIFA - Tournaments, Soccer News & Live Scores",78,0.06825822325822326,0.44277674486007823,0.17123846153846153,20,18,40
FINAL FANTASY BRAVE EXVIUS,38,0.07081548550701007,0.5314801504552734,0.5472921052631579,11,0,27
FOSSIL Q: DESIGN YOUR DIAL,33,0.2397669880624426,0.33451561065197427,0.2686181818181818,1,16,16
FOX,78,0.21398402523402524,0.4584032017365351,0.14250000000000002,22,12,44
FOX NOW - On Demand & Live TV,110,0.04809023630759121,0.49202284566083265,0.00044272727272726635,40,12,58
"FOX Sports: Live Streaming, Scores & News",33,0.3132563003775125,0.520679012345679,0.3561484848484849,5,6,22
FREEDOME VPN Unlimited anonymous Wifi Security,11,0.31363636363636366,0.3477272727272727,0.28607272727272726,0,6,5
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",12,0.25675,0.34328703703703706,0.41483333333333333,0,5,7
"Fabulous: Motivate Me! Meditate, Relax, Sleep",40,0.19199594209527243,0.5265805589912732,0.553715,6,3,31
"Face Filter, Selfie Editor - Sweet Camera",17,0.19428104575163396,0.5888655462184874,0.2206823529411765,3,4,10
Facebook,132,-0.007002902024896398,0.46020734988097733,-0.12604015151515152,60,19,53
Facebook Ads Manager,35,0.20340053597196453,0.31926272933415795,0.19902285714285714,5,13,17
Facebook Lite,29,-0.0009910877556351672,0.4561272204806687,0.01522068965517242,14,3,12
Facebook Local,35,0.1336416983933725,0.44045936404864977,0.13883142857142858,10,5,20
Facebook Pages Manager,34,-0.061082728545963846,0.44085285629403276,-0.0041735294117647035,12,12,10
Facetune - Ad Free,42,0.4320605655682186,0.5606183269363542,0.5253119047619047,5,4,33
